BR,RT,DAY,STOP,NEW BR,NEW RT,NEW DAY,NEW STOP,CUST,CUST NAME,HOUSE NUMBER,ADDRESS,CITY,ZIP,EST DATE,BIG 5 AVG,COMP AVG,Latitude,Longitude,Machine,Companion,NEW DIST
650,3,12,7,,3,12,7,650559,KATANA SUSHI ELKRIDGE,6060,MARSHALEE DRIVE,ELKRIDGE,21075-5991,6/1/2009,215,0,39.2090671,-76.77785965,215,0,25
650,3,9,5,,3,9,5,6501038,RUDY'S MEDITERRANEAN GRILL,7185,COLUMBIA GATEWAY DRIVE,COLUMBIA,21046,8/6/2013,360.35,14.166666666666668,39.1834423,-76.80500411,360.35,14.166666666666668,72
650,3,12,5,,3,12,5,650538,COAL FIRE PIZZA ELLICOTT CITY,5725,RICHARDS VALLEY ROAD,ELLICOTT CITY,21043,3/12/2009,871.4,427.23333333333335,39.214331900000005,-76.80190503,871.4,427.23333333333335,35
650,3,12,6,,3,12,6,650800,EAST MOON ASIAN BISTRO,5725,RICHARDS VALLEY ROAD,ELLICOTT CITY,21043,7/6/2011,314.08666666666664,0,39.214331900000005,-76.80190503,314.08666666666664,0,51
650,3,12,1,,3,12,1,650599,YAMA SUSHI ELLICOTT CITY,4725-G,DORSEY HALL DRIVE,ELLICOTT CITY,21042,12/18/2009,223.51,0,39.2426475,-76.8422261,223.51,0,267
650,3,10,4,,3,10,4,186500023,MAIWAND KABOB,6131,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045-8208,8/31/2018,310.57666666666665,0,39.196142,-76.812704,310.57666666666665,0,43
650,2,9,7,,2,9,7,226500007,CHARM CITY BUFFET,2033,EAST JOPPA ROAD,PARKVILLE,21234,5/23/2022,1110.79,13.233333333333333,39.39846561902369,-76.54252231,1110.79,13.233333333333333,326
650,3,8,1,,3,8,1,166500213,MINT INDIAN CUISINE,12447,CLARKSVILLE PIKE,CLARKSVILLE,21029,6/2/2016,282.2266666666667,0,39.205480300000005,-76.94225343,282.2266666666667,0,401
650,3,7,2,,3,7,2,650354,CATTAIL CREEK COUNTRY CLUB,3600,CATTAIL CREEK DRIVE,GLENWOOD,21738-9648,9/11/2006,1880.44,384.76666666666665,39.272176,-77.043213,1880.44,384.76666666666665,311
650,3,7,4,,3,7,4,216500017,MARY'S LAND FARM,4979,SHEPPARD LANE,ELLICOTT CITY,21042,5/20/2021,75,0,39.23342754013487,-76.93903436,75,0,100
650,3,7,5,,3,7,5,236500012,MAIWAND KABOB - CLARKSVILLE,12165,CLARKSVILLE PIKE #300,CLARKSVILLE,21029,4/10/2023,246,0,39.21494,-76.933299,246,0,22
650,3,7,6,,3,7,6,156500003,KATANA SUSHI CLARKSVILLE,6343,TEN OAKS ROAD,CLARKSVILLE,21029,1/6/2015,271.84,0,39.2065349,-76.94535623,271.84,0,394
650,1,8,2,,1,8,2,146500016,JIMMY'S FAMOUS SEAFOOD,6526,HOLABIRD AVENUE,BALTIMORE,21224-6244,5/1/2014,2044.11,91.13333333333333,39.272453428571424,-76.53526516,2044.11,91.13333333333333,347
650,3,17,3,,3,17,3,65078800,GLORY DAYS GRILL - GLEN BURNIE,7939,RITCHIE HIGHWAY,GLEN BURNIE ,21060,12/20/2002,1539.0166666666667,913.3666666666667,39.13702395,-76.59850284,1539.0166666666667,913.3666666666667,255
650,3,19,2,,3,19,2,146500068,PARK TAVERN,580,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,7/3/2014,1585.37,784.2,39.07556253846154,-76.54385623,1585.37,784.2,22
650,3,19,1,,3,19,1,6501026,MI PUEBLO II,554,GOVERNOR RITCHIE HIGHWAY,SEVERNA PARK ,21146,6/27/2013,646.0933333333334,0,39.077043456521736,-76.54516633,646.0933333333334,0,84
650,3,18,4,,3,18,4,6501010,LIFE PHO,484,RITCHIE HIGHWAY,SEVERNA PARK ,21146,5/7/2013,308.6166666666667,0,39.084673,-76.552625,308.6166666666667,0,336
650,3,19,6,,3,19,6,650918,PICANTILLO,4590,MOUNTAIN ROAD,PASADENA,21122-5330,8/14/2012,342.43,0,39.10715825711253,-76.48596987,342.43,0,0
650,3,18,2,,3,18,2,186500003,BONCHON PASADENA,8159,RITCHIE HIGHWAY,PASADENA,21122,1/30/2018,244.97666666666663,0,39.12077170926556,-76.58461368,244.97666666666663,0,259
650,3,18,1,,3,18,1,196500036,EAST WEST BISTRO ,8151,RITCHIE HIGHWAY,PASADENA,21122,12/12/2019,422.25,45.35,39.120951969670585,-76.58477951,422.25,45.35,63
650,3,19,3,,3,19,3,216500007,PASSION ASIAN BISTRO,25,MAGOTHY BEACH ROAD,PASADENA,21122-4461,2/11/2021,265.5833333333333,0,39.12103763930174,-76.51730502,265.5833333333333,0,60
650,2,17,1,,2,17,1,166500215,MISSION BBQ ELLICOTT CITY,3410,PLUMTREE DRIVE,ELLICOTT CITY,21042,6/15/2016,877.7633333333332,98.45,39.27690908333333,-76.83577083,877.7633333333332,98.45,278
650,3,12,2,,3,12,2,156500186,GLORY DAYS GRILL - ELLICOTT CITY,10035,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,6/15/2015,1395.4533333333331,643.0833333333334,39.27785565,-76.85755177,1395.4533333333331,643.0833333333334,324
650,2,17,2,,2,17,2,65085524,SAKURA OF ELLICOTT CITY,10040,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,1/14/2003,657.02,252.23333333333332,39.28120845,-76.85728831,657.02,252.23333333333332,195
650,2,15,8,,2,15,8,166500029,NIKO,3570,SAINT JOHNS LANE,ELLICOTT CITY,21042,2/1/2016,230,0,39.2725436,-76.8267994,230,0,167
650,2,17,7,,2,17,7,65093606,DOUBLE T DINER - ELLICOTT CITY,10055,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-3611,6/29/1999,2324.45,1517.3666666666666,39.27914997771793,-76.85837279,2324.45,1517.3666666666666,0
650,2,15,4,,2,15,4,226500003,THE ALL AMERICAN STEAKHOUSE - ELLICOTT CITY,8450,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,2/4/2022,1596.28,628.1666666666666,39.2866496,-76.80654242,1596.28,628.1666666666666,183
650,3,10,6,,3,10,6,650934,ALE HOUSE COLUMBIA,6480,DOBBIN CENTER WAY,COLUMBIA,21045,10/5/2012,1754.7666666666664,801.0666666666666,39.19839485,-76.8198107,1754.7666666666664,801.0666666666666,224
650,3,10,5,,3,10,5,146500058,MISSION BBQ COLUMBIA,6270,COLUMBIA CROSSING CIRCLE,COLUMBIA,21045,6/24/2014,931.7033333333331,130.5,39.19868547176594,-76.81438263,931.7033333333331,130.5,29
650,1,15,4,,1,15,4,650615,N.M. CARROLL MANOR,701,NORTH ARLINGTON AVENUE,BALTIMORE,21217-2455,3/1/2010,335,0,39.29712945,-76.63546908,335,0,248
650,3,18,6,,3,18,6,216500023,APRIL'S TABLE ,544,BALTIMORE ANNAPOLIS BOULEVARD,SEVERNA PARK ,21146,7/1/2021,260,0,39.07466443302522,-76.5485092,260,0,275
650,3,18,3,,3,18,3,216500036,THE SOCIAL ,139,RITCHIE HIGHWAY,SEVERNA PARK ,21146,10/7/2021,470.72,9.216666666666667,39.101924,-76.565523,470.72,9.216666666666667,269
650,3,13,6,,3,13,6,226500004,PHO 5UP - HANOVER,1350,DORSEY ROAD,HANOVER,21076,1/24/2022,240,0,39.15942075,-76.71064957,240,0,205
650,2,16,2,,2,16,2,65091580,SHANNON'S SALOON & RESTAURANT,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,12/29/2003,2158.73,1366.5,39.278111550000006,-76.83347504,2158.73,1366.5,334
650,3,5,1,,3,5,1,650787,GLORY DAYS GRILL - ELDERSBURG,1348,LIBERTY ROAD,ELDERSBURG,21784-6411,4/29/2011,1250.41,646.85,39.40364468889953,-76.94974234,1250.41,646.85,292
650,2,16,4,,2,16,4,166500210,NORA'S KABOB ELLICOTT CITY,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,5/16/2016,240.6,20.6,39.278111550000006,-76.83347504,240.6,20.6,499
650,3,12,3,,3,12,3,156500402,ZEN GARDEN,10039,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,12/3/2015,136.66666666666666,0,39.27867665,-76.85752194,136.66666666666666,0,128
650,2,15,6,,2,15,6,176500010,K POCHA,8801,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,3/30/2017,215,0,39.27753125,-76.81781375,215,0,156
650,2,16,3,,2,16,3,650433,HAN JOONG KWAN,9338,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042-2805,8/15/2007,288.00333333333333,21.1,39.278111550000006,-76.83347504,288.00333333333333,21.1,170
650,1,6,7,,1,6,7,65094414,DELLIS' BAR & GRILL,8776,PHILADELPHIA ROAD,ROSEDALE,21237,4/25/2001,1083.6733333333332,360.9333333333333,39.3410786,-76.4845167,1083.6733333333332,360.9333333333333,185
650,1,3,6,,1,3,6,146500020,TACO LOVE GRILL,11550,PHILADELPHIA ROAD,WHITE MARSH,21162,5/16/2014,895.26,248.21666666666664,39.4067895,-76.4138085,895.26,248.21666666666664,268
650,1,7,1,,1,7,1,156500451,ENDY'S GRILL,1328,EASTERN BOULEVARD,ESSEX,21221,12/30/2015,285,0,39.31571524983195,-76.46051428,285,0,309
650,1,7,2,,1,7,2,186500026,WOODY'S PUB GRUB,11,MARGARET AVENUE,ESSEX,21221-6704,9/21/2018,0,0,39.30823755,-76.47422198,0,0,78
650,2,11,8,,2,11,8,216500020,O'FISHEL KOSHER CATERERS ,7000,ROCKLAND HILLS DRIVE,PIKESVILLE,21209-1112,3/15/2021,63,0,39.38492,-76.667581,63,0,221
650,3,13,2,,3,13,2,216500011,HEAVY SEAS BREWING ,4615,HOLLINS FERRY ROAD,HALETHORPE,21227-4624,3/30/2021,260,0,39.2307539,-76.6753277,260,0,225
650,3,2,4,,3,2,4,216500010,MISSION BBQ - WESTMINSTER,584,JERMOR LANE,WESTMINSTER,21157-6126,2/22/2021,881.2733333333333,190.51,39.565929094812105,-76.97884004,881.2733333333333,190.51,557
650,3,15,5,,3,15,5,650616,LEDO PIZZA OF GLEN BURNIE,16,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,2/23/2010,320.46666666666664,85.46666666666667,39.19361860121379,-76.61217131,320.46666666666664,85.46666666666667,172
650,3,15,6,,3,15,6,6501032,YAMA SUSHI BAR GLEN BURNIE,6714,RITCHIE HIGHWAY,GLEN BURNIE ,21061-2870,7/17/2013,270.0433333333333,0,39.19199580392065,-76.61375783,270.0433333333333,0,92
650,3,17,1,,3,17,1,146500247,MISSION BBQ GLEN BURNIE,7748,RITCHIE HIGHWAY,GLEN BURNIE ,21061-4378,11/25/2014,1023.0233333333333,423.27333333333337,39.15168965,-76.61402916,1023.0233333333333,423.27333333333337,527
650,3,15,4,,3,15,4,6501057,LITTLE INDIA CAFE,20,EAST ORDNANCE ROAD,GLEN BURNIE ,21060,9/24/2013,316.35,27.35,39.19361877298917,-76.61210226,316.35,27.35,218
650,3,16,5,,3,16,5,216500005,CRAZY CRAB,805,AQUAHART ROAD,GLEN BURNIE ,21061-3968,1/14/2021,548.8066666666666,64.05,39.15259581632653,-76.61733147,548.8066666666666,64.05,521
650,2,5,1,,2,5,1,650862,THE ORIENT RESTAURANT BEL AIR,15,NORTH MAIN STREET,BEL AIR,21014-3537,12/12/2011,213.82666666666665,0,39.53690693563868,-76.34973342,213.82666666666665,0,478
650,2,5,3,,2,5,3,65097161,SAKURA OF BEL AIR,615,BELAIR ROAD,BEL AIR,21014,10/12/2001,487.1366666666666,126.43333333333332,39.5247114,-76.3533539,487.1366666666666,126.43333333333332,430
650,1,3,1,,1,3,1,650814,SIZZLING BOMBAY,2108,OLD EMMORTON ROAD,BEL AIR,21015-6800,8/2/2011,240,0,39.4936772,-76.322036,240,0,440
650,2,6,1,,2,6,1,216500035,MISSION BBQ - BEL AIR ,627,BEL AIR ROAD,BEL AIR,21014,10/14/2021,783.65,89.06666666666666,39.5087984,-76.3803281,783.65,89.06666666666666,42
650,1,2,6,,1,2,6,236500001,HUO GUO BEL AIR,5,BEL AIR S PKWY,BEL AIR,21015,12/30/2022,478.52,0,39.49734305,-76.32561232,478.52,0,39
650,1,7,5,,1,7,5,650470,SCOOZZI'S RESTAURANT,7625,GERMAN HILL ROAD,DUNDALK,21222,4/15/2008,399,0,39.279619800000006,-76.5021583,399,0,53
650,1,7,6,,1,7,6,650894,HIBACHI GRILL & BUFFET,7911,EASTERN AVENUE,BALTIMORE ,21224-2141,6/11/2012,1010.0766666666665,0,39.29584366066492,-76.50809646,1010.0766666666665,0,390
650,1,4,8,,1,4,8,650936,PHO 7 RICH,4136,EAST JOPPA ROAD,NOTTINGHAM,21236-2286,10/10/2012,246.98,0,39.399034,-76.481658,246.98,0,641
650,1,7,4,,1,7,4,65047797,BOULEVARD DINER,1660,MERRITT BOULEVARD,DUNDALK,21222,4/4/2002,1945.4,796.9833333333333,39.2707756,-76.5035391,1945.4,796.9833333333333,284
650,1,4,1,,1,4,1,6501056,BOMBAY NIGHTS,5007,HONEYGO CENTER DRIVE,PERRY HALL ,21128,5/1/2013,275,0,39.404683,-76.4431282,275,0,134
650,1,8,1,,1,8,1,236500003,LAS ESPERANZAS CAFE 3 ,6500,EASTERN AVE,BALTIMORE,21224,1/3/2023,347.66333333333336,0,39.2889002,-76.5360656,347.66333333333336,0,453
650,3,2,1,,3,2,1,166500228,KATANA SUSHI WESTMINSTER,410,MEADOW CREEK DRIVE,WESTMINSTER,21158,8/15/2016,220.71666666666664,10.716666666666665,39.59003469509169,-77.01010789,220.71666666666664,10.716666666666665,35
650,3,2,3,,3,2,3,206500004,WESTMINSTER ELKS LODGE,538,GORSUCH ROAD,WESTMINSTER,21157-6530,1/24/2020,396.2666666666667,136.26666666666665,39.570372388562085,-76.97906542,396.2666666666667,136.26666666666665,111
650,3,2,2,,3,2,2,65048493,SAKURA OF WESTMINSTER,5,WESTMINSTER SHOPPING CENTER,WESTMINSTER,21157,9/25/2003,646.7333333333332,249.98333333333332,39.5816,-76.989005,646.7333333333332,249.98333333333332,152
650,3,2,5,,3,2,5,216500038,OLD WESTMINSTER WINERY,1550,OLD WESTMINSTER RD,WESTMINSTER,21157,11/1/2021,349.75,0,39.53167926952061,-77.03331954,349.75,0,462
650,3,6,1,,3,6,1,226500006,TONY LOCOS,710,LISBON CENTER DR,SYKESVILLE,21797,4/18/2022,678.2366666666667,107.48333333333333,39.3491531,-77.06707164,678.2366666666667,107.48333333333333,277
650,2,12,7,,2,12,7,236500005,SAKE JAPANESE STEAKHOUSE,10090,REISTERSTOWN ROAD,OWINGS MILLS,21117,1/26/2023,753.6266666666667,0,39.41232975,-76.77350656,753.6266666666667,0,382
650,2,16,5,,2,16,5,186500006,HANG ARI,9380,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,3/1/2018,240.39,0,39.27827635,-76.8347871,240.39,0,598
650,3,10,7,,3,10,7,226500022,TAICHI BUBBLE TEA,6250,"COLUMBIA CROSSING CIRCLE
STE D",COLUMBIA,21045,8/20/2022,240,0,39.206042,-76.828234,240,0,256
650,2,16,1,,2,16,1,216500027,KUNG FU TEA ,9210,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,8/6/2021,160.4,160.4,39.27956025,-76.83124593,160.4,160.4,423
650,3,18,5,,3,18,5,206500012,ROMILOS,478A,RITCHIE HIGHWAY,SEVERNA PARK ,21146,10/21/2020,305.4266666666667,0,39.081598,-76.550917,305.4266666666667,0,90
650,2,17,6,,2,17,6,186500007,SIROO & JUK STORY,10176,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21042,3/7/2018,266.78,0,39.28037985,-76.86322429,266.78,0,268
650,3,17,4,,3,17,4,65094262,SAKURA OF GLEN BURNIE,34,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,12/5/2000,619.38,301.75,39.13564852950231,-76.59475004,619.38,301.75,327
650,3,17,5,,3,17,5,166500126,GENERAL HOUSE,60,MOUNTAIN ROAD,GLEN BURNIE ,21060-7974,3/10/2016,230,0,39.13544796868857,-76.59333807,230,0,63
650,2,15,7,,2,15,7,226500028,BBQ CHICKEN,8801,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,10/3/2022,268.18333333333334,0,39.27753125,-76.81781375,268.18333333333334,0,6
650,1,15,5,,1,15,5,206500007,FAYETTE HOUSE ,15,SOUTH FULTON AVENUE,BALTIMORE,21217,5/4/2020,239,0,39.28792411111112,-76.64509433,239,0,203
650,3,7,3,,3,7,3,650514,TEN OAKS TAVERN,3900,TEN OAKS ROAD,GLENELG,21737,10/27/2008,391.07,0,39.2645504,-76.98696795,391.07,0,417
650,3,5,7,,3,5,7,226500002,DANDELION BAKERY,7556,WEST MAIN STREET,SYKESVILLE,21784-7313,1/28/2022,289.43,20.166666666666664,39.365609,-76.969545,289.43,20.166666666666664,354
650,2,15,5,,2,15,5,65062066,LEDO PIZZA OF ELLICOTT CITY,8480,BALTIMORE NATIONAL PIKE,ELLICOTT CITY,21043,11/18/2002,468.96666666666664,143.58333333333331,39.28473971794872,-76.80738551,468.96666666666664,143.58333333333331,292
650,3,5,6,,3,5,6,650362,AMANTE PIZZA & PASTA,21,LIBERTY ROAD,SYKESVILLE,21784-8633,8/17/2006,370.4533333333333,0,39.42267424798062,-76.99569787,370.4533333333333,0,147
650,3,5,3,,3,5,3,166500009,G.L. SHACKS ELDERSBURG,1207,LIBERTY ROAD,ELDERSBURG,21784,1/15/2016,404.95,163.46666666666664,39.404042,-76.95402489,404.95,163.46666666666664,45
650,3,5,2,,3,5,2,166500207,LOS AZTECAS,1213,LIBERTY ROAD,SYKESVILLE,21784,5/2/2016,629.95,0,39.40478605080641,-76.95284252,629.95,0,166
650,3,4,3,,3,4,3,650464,JY TOKYO MARKET,1437,LIBERTY LAKE DRIVE,ELDERSBURG,21784,2/13/2008,264.3333333333333,0,39.3922071,-76.9195727,264.3333333333333,0,48
650,3,4,6,,3,4,6,166500203,CHINA DRAGON,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,4/12/2016,215,0,39.4012803,-76.9472392,215,0,475
650,3,4,5,,3,4,5,166500218,NORA'S KABOB ELDERSBURG,6300,GEORGETOWN BOULEVARD,SYKESVILLE,21784,6/29/2016,324.59666666666664,63.13333333333333,39.4012803,-76.9472392,324.59666666666664,63.13333333333333,2
650,3,5,5,,3,5,5,216500018,KATANA SUSHI - ELDERSBURG,5959,EXCHANGE DRIVE,ELDERSBURG,21784-9255,5/26/2021,270.4,45.4,39.4165034,-76.9782006,270.4,45.4,154
650,3,5,4,,3,5,4,226500011,KINARA INDIAN CUISINE & BAR,5957,EXCHANGE DR,ELDERSBURG,21784,6/13/2022,411.5466666666667,0,39.4165034,-76.9782006,411.5466666666667,0,26
650,3,4,4,,3,4,4,236500013,TAICHI BUBBLE TEA,6300,GEORGETOWN BLVD,ELDERSBURG,21784,5/10/2023,246,0,39.4012803,-76.9472392,246,0,7
